raw_material,submitted_taxon,wd_taxon_id,organ,broad_organ,tissue,subsystem
V114595GP-01,Bidens pilosa,Q814421,multiple,multiple,multiple,unkown
V114576GP-01,Ziziphus rugosa,Q3206372,woody_stems,woody_vegetative,woody_tissue,aboveground
V114566GP-01,Sterculia lanceolata,Q10888701,leaves,photosynthetic,green_tissue,aboveground
V113677GP-01,Baccaurea ramiflora,Q2993711,roots,roots,root_tissue,belowground
V114584GP-01,Phoenix canariensis,Q27657,leaves,photosynthetic,green_tissue,aboveground
V113622GP-01,Calophyllum inophyllum,Q311471,leaves,photosynthetic,green_tissue,aboveground
V113638GP-01,Melaleuca leucadendra,Q310876,green_stems,green_vegetative,green_tissue,aboveground
V113635GP-01,Hodgsonia macrocarpa,Q15247769,leaves,photosynthetic,green_tissue,aboveground
V113606GP-01,Chrysanthemum morifolium,,flowers,reproductive,green_tissue,aboveground
V114593GP-01,Quassia amara,Q135389,wood,woody_vegetative,woody_tissue,aboveground
V113675GP-01,Baccaurea ramiflora,Q2993711,leaves,photosynthetic,green_tissue,aboveground
V114618GP-01,Croton alienus,Q3003890,green_stems,green_vegetative,green_tissue,aboveground
V113624GP-01,Artocarpus altilis,Q14677,leaves,photosynthetic,green_tissue,aboveground
V114587GP-01,Garcinia pauciflora,Q15390933,leaves,photosynthetic,green_tissue,aboveground
V114565GP-01,Rothmannia attopevensis,Q15440306,roots,roots,root_tissue,belowground
V114606GP-01,Origanum vulgare,Q134283,multiple,multiple,multiple,aboveground
V114607GP-01,Cyperus esculentus,Q1165724,multiple,multiple,multiple,aboveground
V113666GP-01,Eriophyllum lanatum,Q2592617,leaves,photosynthetic,green_tissue,aboveground
V113678GP-01,Connarus cochinchinensis,Q15583422,leaves,photosynthetic,green_tissue,aboveground
V114601GP-01,Seriphidium cinum,Q657997,multiple,multiple,multiple,aboveground
V113630GP-01,Pseuderanthemum crenulatum,Q17680844,green_stems,green_vegetative,green_tissue,aboveground
V113679GP-01,Connarus cochinchinensis,Q15583422,woody_stems,woody_vegetative,woody_tissue,aboveground
V113644GP-01,Quassia africana,Q15546201,bark,woody_vegetative,woody_tissue,aboveground
V113680GP-01,Connarus cochinchinensis,Q15583422,roots,roots,root_tissue,belowground
V114598GP-01,Lonicera tatarica,Q158546,green_stems,green_vegetative,green_tissue,aboveground
V113612GP-01,Eucalyptus camaldulensis,Q162822,green_stems,green_vegetative,green_tissue,aboveground
V113615GP-01,Eucalyptus robusta,Q3280527,leaves,photosynthetic,green_tissue,aboveground
V113643GP-01,Quassia africana,Q15546201,leaves,photosynthetic,green_tissue,aboveground
V114592GP-01,Garcinia chapelieri,Q15390033,bark,woody_vegetative,woody_tissue,aboveground
V113672GP-01,Ardisia ionantha,Q15323544,leaves,photosynthetic,green_tissue,aboveground
V114581GP-01,Phyllostachys sp.,,multiple,multiple,multiple,aboveground
V114591GP-01,Garcinia chapelieri,Q15390033,woody_stems,woody_vegetative,woody_tissue,aboveground
V113619GP-01,Abies alba,Q146992,buds,green_vegetative,green_tissue,aboveground
V114589GP-01,Garcinia verrucosa,Q15390772,woody_stems,woody_vegetative,woody_tissue,aboveground
V114599GP-01,Tropaeolum majus,Q156288,flowers,reproductive,green_tissue,aboveground
V114568GP-01,Sterculia lanceolata,Q10888701,roots,roots,root_tissue,belowground
V114460GP-01,Viburnum sambucinum,Q17434693,green_stems,green_vegetative,green_tissue,aboveground
V114462GP-01,Vitex pinnata,Q7937055,leaves,photosynthetic,green_tissue,aboveground
V114523GP-01,Castanopsis purpurella,Q15325656,leaves,photosynthetic,green_tissue,aboveground
V114445GP-01,Strychnos nux-vomica,Q272945,green_stems,green_vegetative,green_tissue,aboveground
V114526GP-01,Clausena wallichii,Q15390957,leaves,photosynthetic,green_tissue,aboveground
V114557GP-01,Pandanus corniferus,Q15576800,leaves,photosynthetic,green_tissue,aboveground
V114448GP-01,Tabernaemontana bovina,Q15377309,green_stems,green_vegetative,green_tissue,aboveground
V114458GP-01,Uraria crinita,Q10891124,leaves,photosynthetic,green_tissue,aboveground
V114524GP-01,Castanopsis purpurella,Q15325656,bark,woody_vegetative,woody_tissue,aboveground
V114534GP-01,Syzygium formosum,Q15384803,roots,roots,root_tissue,belowground
V114447GP-01,Tabernaemontana bovina,Q15377309,leaves,photosynthetic,green_tissue,aboveground
