raw_material,submitted_taxon,wd_taxon_id,organ,broad_organ,tissue,subsystem
V112962GP-01,Polygonatum cyrtonema,Q10933072,multiple,multiple,multiple,unkown
V112965GP-01,Pteridium excelsum,,green_stems,green_vegetative,green_tissue,aboveground
V112943GP-01,Clinopodium megalanthum,Q10956492,green_stems,green_vegetative,green_tissue,aboveground
V112984GP-01,Eucalyptus saligna,Q2837067,fruits,reproductive,green_tissue,aboveground
V112977GP-01,Aucuba himalaica,Q10923683,green_stems,green_vegetative,green_tissue,aboveground
V112933GP-01,Angelica anomala,Q15231575,roots,roots,root_tissue,belowground
V112952GP-01,Iris lactea,Q6747387,leaves,photosynthetic,green_tissue,aboveground
V112956GP-01,Magnolia delavayi,Q2589444,roots,roots,root_tissue,belowground
V112976GP-01,Alpinia chinensis,Q10905692,multiple,green_vegetative,green_tissue,aboveground
V112227GP-01,Dillenia indica,Q48334,roots,roots,root_tissue,belowground
V112224GP-01,Cyathula prostrata,Q11102729,roots,roots,root_tissue,belowground
V112961GP-01,Paris verticillata,Q4392591,multiple,multiple,multiple,unkown
V112939GP-01,Caragana rosea,Q15245970,roots,roots,root_tissue,belowground
V112944GP-01,Clinopodium megalanthum,Q10956492,leaves,photosynthetic,green_tissue,aboveground
V112937GP-01,Berberis julianae,Q1587687,green_stems,green_vegetative,green_tissue,aboveground
V112953GP-01,Ixeris chinensis,Q5710281,multiple,multiple,multiple,unkown
V112993GP-01,Ilex szechwanensis,Q15385085,leaves,photosynthetic,green_tissue,aboveground
V112216GP-01,Clitoria ternatea,Q312265,leaves,photosynthetic,green_tissue,aboveground
V112995GP-01,Callerya cinerea,Q15485034,roots,roots,root_tissue,belowground
V112226GP-01,Dillenia indica,Q48334,woody_stems,woody_vegetative,woody_tissue,aboveground
V112228GP-01,Lablab purpureus,Q1077410,leaves,photosynthetic,green_tissue,aboveground
V112946GP-01,Cymbidium aloifolium,Q1596232,multiple,multiple,multiple,unkown
V112945GP-01,Clinopodium megalanthum,Q10956492,fruits,reproductive,green_tissue,aboveground
V112954GP-01,Jasminum polyanthum,Q282635,fruits,reproductive,green_tissue,aboveground
V112994GP-01,Kadsura coccinea,Q10924975,roots,roots,root_tissue,belowground
V112217GP-01,Clitoria ternatea,Q312265,woody_stems,woody_vegetative,woody_tissue,aboveground
V112979GP-01,Citrus cavaleriei,Q15395690,green_stems,green_vegetative,green_tissue,aboveground
V112938GP-01,Berberis julianae,Q1587687,leaves,photosynthetic,green_tissue,aboveground
V112963GP-01,Polygonum plebejum,Q10879741,multiple,multiple,multiple,unkown
V112219GP-01,Colocasia esculenta,Q227997,multiple,woody_vegetative,woody_tissue,aboveground
V112220GP-01,Colocasia esculenta,Q227997,roots,roots,root_tissue,belowground
V112972GP-01,Vitis vexillata,Q15228190,fruits,reproductive,green_tissue,aboveground
V112964GP-01,Pteridium excelsum,,roots,roots,root_tissue,belowground
V113207GP-01,Cissampelopsis buimalia,Q10904991,multiple,roots,root_tissue,belowground
V113271GP-01,Lindenbergia philippensis,Q15245083,leaves,photosynthetic,green_tissue,aboveground
V113189GP-01,Pouzolzia sanguinea,Q15246802,roots,roots,root_tissue,belowground
V113266GP-01,Spermacoce alata,Q15449863,green_stems,green_vegetative,green_tissue,aboveground
V113229GP-01,Clitoria macrophylla,Q15466913,leaves,photosynthetic,green_tissue,aboveground
V113193GP-01,Pueraria montana,Q1054489,roots,roots,root_tissue,belowground
V113205GP-01,Saussurea amara,Q15226836,multiple,multiple,multiple,unkown
V113231GP-01,Clitoria macrophylla,Q15466913,roots,roots,root_tissue,belowground
V113196GP-01,Sambucus adnata,Q12210851,roots,roots,root_tissue,belowground
V113179GP-01,Lobelia seguinii,Q10935710,roots,roots,root_tissue,belowground
V112929GP-01,Rheum rhabarbarum,Q7535,leaves,photosynthetic,green_tissue,aboveground
V113187GP-01,Geum rivale,Q161625,multiple,multiple,multiple,unkown
V113223GP-01,Acalypha siamensis,Q6718936,leaves,photosynthetic,green_tissue,aboveground
V113221GP-01,Zanthoxylum austrosinense,Q11050104,green_stems,green_vegetative,green_tissue,aboveground
V113210GP-01,Thalictrum delavayi,Q3281110,green_stems,green_vegetative,green_tissue,aboveground
V113214GP-01,Trichosanthes dunniana,Q15244836,green_stems,green_vegetative,green_tissue,aboveground
V112928GP-01,Rheum rhabarbarum,Q7535,roots,roots,root_tissue,belowground
V113215GP-01,Viola yunnanfuensis,Q18089564,multiple,multiple,multiple,unkown
V113246GP-01,Goniothalamus gabriacianus,Q10887497,roots,roots,root_tissue,belowground
V113195GP-01,Pyrrosia davidii,Q10905501,multiple,multiple,multiple,unkown
V113182GP-01,Macrosolen cochinchinensis,Q15251700,rhizomes,roots,root_tissue,belowground
V113240GP-01,Gardenia jasminoides,Q1072101,roots,roots,root_tissue,belowground
V113190GP-01,Pouzolzia sanguinea,Q15246802,green_stems,green_vegetative,green_tissue,aboveground
V113250GP-01,Ixora macrothyrsa,Q15465569,leaves,photosynthetic,green_tissue,aboveground
V113283GP-01,Hymenocallis littoralis,Q10750834,leaves,photosynthetic,green_tissue,aboveground
V113279GP-01,Globba winitii,Q13024527,multiple,multiple,multiple,aboveground
V113251GP-01,Ixora macrothyrsa,Q15465569,woody_stems,woody_vegetative,woody_tissue,aboveground
V113202GP-01,Sanicula astrantiifolia,Q15231894,multiple,multiple,multiple,unkown
V113264GP-01,Senna timoriensis,,roots,roots,root_tissue,belowground
V113198GP-01,Sambucus adnata,Q12210851,leaves,photosynthetic,green_tissue,aboveground
V113263GP-01,Senna timoriensis,,woody_stems,woody_vegetative,woody_tissue,aboveground
V113208GP-01,Thalictrum delavayi,Q3281110,leaves,photosynthetic,green_tissue,aboveground
V113248GP-01,Hymenodictyon flaccidum,Q10927884,woody_stems,woody_vegetative,woody_tissue,aboveground
V113181GP-01,Macrosolen cochinchinensis,Q15251700,leaves,photosynthetic,green_tissue,aboveground
V113227GP-01,Bauhinia ornata,,woody_stems,woody_vegetative,woody_tissue,aboveground
V113253GP-01,Limonia acidissima,Q935616,leaves,photosynthetic,green_tissue,aboveground
V113199GP-01,Sambucus racemosa,Q157276,leaves,photosynthetic,green_tissue,aboveground
V113186GP-01,Argentina lineata,Q15545229,multiple,multiple,multiple,aboveground
V113236GP-01,Flacourtia jangomas,Q1900509,woody_stems,woody_vegetative,woody_tissue,aboveground
V113254GP-01,Limonia acidissima,Q935616,woody_stems,woody_vegetative,woody_tissue,aboveground
V113200GP-01,Sambucus racemosa,Q157276,roots,roots,root_tissue,belowground
V113241GP-01,Glycosmis cochinchinensis,Q11046004,leaves,photosynthetic,green_tissue,aboveground
V113233GP-01,Croton thorelii,Q3005275,woody_stems,woody_vegetative,woody_tissue,aboveground
V113224GP-01,Acalypha siamensis,Q6718936,green_stems,green_vegetative,green_tissue,aboveground
V113270GP-01,Stauntonia brunoniana,Q10865526,roots,roots,root_tissue,belowground
V113206GP-01,Selaginella davidii,Q17024094,multiple,multiple,multiple,unkown
V113213GP-01,Trichosanthes dunniana,Q15244836,roots,roots,root_tissue,belowground
V113192GP-01,Pueraria montana,Q1054489,leaves,photosynthetic,green_tissue,aboveground
V113178GP-01,Laggera crispata,Q15548177,green_stems,green_vegetative,green_tissue,aboveground
V113191GP-01,Pouzolzia sanguinea,Q15246802,leaves,photosynthetic,green_tissue,aboveground
V113234GP-01,Croton thorelii,Q3005275,roots,roots,root_tissue,belowground
V113197GP-01,Sambucus adnata,Q12210851,green_stems,green_vegetative,green_tissue,aboveground
V113194GP-01,Pueraria montana,Q1054489,green_stems,green_vegetative,green_tissue,aboveground
V113262GP-01,Senna timoriensis,,leaves,photosynthetic,green_tissue,aboveground
V113180GP-01,Lobelia seguinii,Q10935710,leaves,photosynthetic,green_tissue,aboveground
V113278GP-01,Dieffenbachia seguine,Q141806,multiple,multiple,multiple,unkown
V113209GP-01,Thalictrum delavayi,Q3281110,roots,roots,root_tissue,belowground
V113255GP-01,Limonia acidissima,Q935616,roots,roots,root_tissue,belowground
V113201GP-01,Sambucus racemosa,Q157276,green_stems,green_vegetative,green_tissue,aboveground
V113222GP-01,Zanthoxylum austrosinense,Q11050104,leaves,photosynthetic,green_tissue,aboveground
V113203GP-01,Satyrium nepalense,Q3339314,roots,roots,root_tissue,belowground
V113217GP-01,Wisteria brachybotrys,Q5783537,roots,roots,root_tissue,belowground
V113184GP-01,Phtheirospermum japonicum,Q11086410,multiple,multiple,multiple,unkown
V113218GP-01,Wisteria brachybotrys,Q5783537,green_stems,green_vegetative,green_tissue,aboveground
V112930GP-01,Abelmoschus manihot,Q749221,roots,roots,root_tissue,belowground
V113188GP-01,Pouzolzia sanguinea,Q15246802,multiple,roots,root_tissue,belowground
V113204GP-01,Satyrium nepalense,Q3339314,multiple,multiple,multiple,aboveground
V113265GP-01,Spermacoce alata,Q15449863,leaves,photosynthetic,green_tissue,aboveground
V113225GP-01,Acalypha siamensis,Q6718936,roots,roots,root_tissue,belowground
V112927GP-01,Rheum officinale,Q312527,roots,roots,root_tissue,belowground
V113216GP-01,Wahlenbergia marginata,Q5965024,multiple,multiple,multiple,unkown
V113267GP-01,Spermacoce alata,Q15449863,roots,roots,root_tissue,belowground
V113185GP-01,Argentina lineata,Q15545229,roots,roots,root_tissue,belowground
V113219GP-01,Wisteria brachybotrys,Q5783537,leaves,photosynthetic,green_tissue,aboveground
V113238GP-01,Gardenia jasminoides,Q1072101,leaves,photosynthetic,green_tissue,aboveground
V113183GP-01,Parochetus communis,Q2402454,multiple,multiple,multiple,unkown
V113243GP-01,Glycosmis cochinchinensis,Q11046004,roots,roots,root_tissue,belowground
V113230GP-01,Clitoria macrophylla,Q15466913,green_stems,green_vegetative,green_tissue,aboveground
V113259GP-01,Plumeria rubra,Q1097328,leaves,photosynthetic,green_tissue,aboveground
V112931GP-01,Abelmoschus manihot,Q749221,green_stems,green_vegetative,green_tissue,aboveground
V113100GP-01,Hopea chinensis,Q5485804,leaves,photosynthetic,green_tissue,aboveground
V113121GP-01,Amalocalyx microlobus,Q15393809,multiple,woody_vegetative,woody_tissue,aboveground
V113113GP-01,Ainsliaea pertyoides,Q15226690,roots,roots,root_tissue,belowground
V113118GP-01,Amalocalyx microlobus,Q15393809,leaves,photosynthetic,green_tissue,aboveground
V113119GP-01,Amalocalyx microlobus,Q15393809,roots,roots,root_tissue,belowground
V113090GP-01,Lablab purpureus,Q1077410,leaves,photosynthetic,green_tissue,aboveground
V113101GP-01,Hopea chinensis,Q5485804,woody_stems,woody_vegetative,woody_tissue,aboveground
V113174GP-01,Kadsura interior,Q10896280,multiple,roots,root_tissue,belowground
V113094GP-01,Mischocarpus pentapetalus,Q15240593,woody_stems,woody_vegetative,woody_tissue,aboveground
V113112GP-01,Ainsliaea pertyoides,Q15226690,leaves,photosynthetic,green_tissue,aboveground
V113082GP-01,Irvingia malayana,Q2366477,leaves,photosynthetic,green_tissue,aboveground
V113122GP-01,Eriocapitella rivularis,,multiple,multiple,multiple,unkown
V113089GP-01,Parashorea dussaudii,Q17572550,roots,roots,root_tissue,belowground
V113111GP-01,Pyrrosia lingua,Q3281617,rhizomes,roots,root_tissue,belowground
V113093GP-01,Mischocarpus pentapetalus,Q15240593,leaves,photosynthetic,green_tissue,aboveground
V113160GP-01,Gymnotheca chinensis,Q15238727,leaves,photosynthetic,green_tissue,aboveground
V113173GP-01,Kadsura interior,Q10896280,multiple,woody_vegetative,woody_tissue,aboveground
V113161GP-01,Gymnotheca chinensis,Q15238727,green_stems,green_vegetative,green_tissue,aboveground
V113095GP-01,Mischocarpus pentapetalus,Q15240593,roots,roots,root_tissue,belowground
V113152GP-01,Dichrocephala integrifolia,Q11172944,multiple,multiple,multiple,unkown
V113087GP-01,Parashorea dussaudii,Q17572550,leaves,photosynthetic,green_tissue,aboveground
V113106GP-01,Palaquium annamense,Q15345626,roots,roots,root_tissue,belowground
V113158GP-01,Galium asperifolium,Q11119705,multiple,multiple,multiple,unkown
V113120GP-01,Amalocalyx microlobus,Q15393809,green_stems,green_vegetative,green_tissue,aboveground
V113137GP-01,Clematis chrysocoma,Q3337405,roots,roots,root_tissue,belowground
V113108GP-01,Paspalum scrobiculatum,Q3510828,roots,roots,root_tissue,belowground
V113097GP-01,Nauclea orientalis,Q1894456,woody_stems,woody_vegetative,woody_tissue,aboveground
V113139GP-01,Clematis chrysocoma,Q3337405,leaves,photosynthetic,green_tissue,aboveground
V113103GP-01,Limnophila laotica,Q17732074,multiple,multiple,multiple,unkown
V113099GP-01,Clerodendrum indicum,Q15232427,roots,roots,root_tissue,belowground
V113147GP-01,Coptis omeiensis,Q10270138,green_stems,green_vegetative,green_tissue,aboveground
V113091GP-01,Lablab purpureus,Q1077410,woody_stems,woody_vegetative,woody_tissue,aboveground
V113129GP-01,Chloranthus holostegius,Q10891749,multiple,multiple,multiple,unkown
V113169GP-01,Indigofera amblyantha,Q10933008,roots,roots,root_tissue,belowground
V113096GP-01,Nauclea orientalis,Q1894456,leaves,photosynthetic,green_tissue,aboveground
V113168GP-01,Indigofera amblyantha,Q10933008,leaves,photosynthetic,green_tissue,aboveground
V113128GP-01,Aleuritopteris argentea,Q15609605,multiple,multiple,multiple,unkown
V113151GP-01,Cynoglossum furcatum,Q10960111,multiple,multiple,multiple,unkown
V113115GP-01,Ainsliaea yunnanensis,Q10880751,multiple,multiple,multiple,unkown
V113110GP-01,Suregada procera,Q15382507,green_stems,green_vegetative,green_tissue,aboveground
V113149GP-01,Crepis lignea,Q15226868,multiple,multiple,multiple,unkown
V113136GP-01,Clematis brevicaudata,Q4266312,green_stems,green_vegetative,green_tissue,aboveground
V113145GP-01,Rotheca serrata,Q3595077,leaves,photosynthetic,green_tissue,aboveground
V113123GP-01,Berberis wangii,Q15225354,leaves,photosynthetic,green_tissue,aboveground
V113177GP-01,Kadsura interior,Q10896280,leaves,photosynthetic,green_tissue,aboveground
V113083GP-01,Irvingia malayana,Q2366477,woody_stems,woody_vegetative,woody_tissue,aboveground
V113170GP-01,Indigofera amblyantha,Q10933008,green_stems,green_vegetative,green_tissue,aboveground
V113104GP-01,Palaquium annamense,Q15345626,leaves,photosynthetic,green_tissue,aboveground
V113125GP-01,Berberis wangii,Q15225354,green_stems,green_vegetative,green_tissue,aboveground
V113092GP-01,Lablab purpureus,Q1077410,roots,roots,root_tissue,belowground
V113163GP-01,Helwingia omeiensis,Q11052086,green_stems,green_vegetative,green_tissue,aboveground
V113146GP-01,Coptis omeiensis,Q10270138,roots,roots,root_tissue,belowground
V113140GP-01,Clematis meyeniana,Q11127491,leaves,photosynthetic,green_tissue,aboveground
V113159GP-01,Piloselloides hirsuta,Q11126881,multiple,multiple,multiple,unkown
V113085GP-01,Ottelia alismoides,Q5787832,leaves,photosynthetic,green_tissue,aboveground
V113148GP-01,Coptis omeiensis,Q10270138,leaves,photosynthetic,green_tissue,aboveground
V113171GP-01,Isodon ternifolius,Q15333897,roots,roots,root_tissue,belowground
V113131GP-01,Clematis apiifolia,Q3336152,leaves,photosynthetic,green_tissue,aboveground
V113114GP-01,Ainsliaea pertyoides,Q15226690,green_stems,green_vegetative,green_tissue,aboveground
V113130GP-01,Chlorophytum minor,Q11035684,multiple,multiple,multiple,unkown
V113165GP-01,Hydrangea macrophylla,Q159219,roots,roots,root_tissue,belowground
V113086GP-01,Ottelia alismoides,Q5787832,woody_stems,woody_vegetative,woody_tissue,aboveground
V113124GP-01,Berberis wangii,Q15225354,roots,roots,root_tissue,belowground
V113164GP-01,Helwingia omeiensis,Q11052086,leaves,photosynthetic,green_tissue,aboveground
V113102GP-01,Hopea chinensis,Q5485804,roots,roots,root_tissue,belowground
V113132GP-01,Clematis apiifolia,Q3336152,roots,roots,root_tissue,belowground
V113107GP-01,Paspalum scrobiculatum,Q3510828,multiple,green_vegetative,green_tissue,aboveground
V113127GP-01,Carex baccans,Q2938306,multiple,multiple,multiple,unkown
V113141GP-01,Clematis meyeniana,Q11127491,roots,roots,root_tissue,belowground
V113133GP-01,Clematis apiifolia,Q3336152,green_stems,green_vegetative,green_tissue,aboveground
V113088GP-01,Parashorea dussaudii,Q17572550,woody_stems,woody_vegetative,woody_tissue,aboveground
V113098GP-01,Nauclea orientalis,Q1894456,roots,roots,root_tissue,belowground
V113142GP-01,Clematis meyeniana,Q11127491,green_stems,green_vegetative,green_tissue,aboveground
V113175GP-01,Kadsura interior,Q10896280,roots,roots,root_tissue,belowground
V113134GP-01,Clematis brevicaudata,Q4266312,leaves,photosynthetic,green_tissue,aboveground
V113135GP-01,Clematis brevicaudata,Q4266312,roots,roots,root_tissue,belowground
V113153GP-01,Euonymus grandiflorus,Q1941234,multiple,woody_vegetative,woody_tissue,aboveground
V113143GP-01,Rotheca serrata,Q3595077,roots,roots,root_tissue,belowground
V113176GP-01,Kadsura interior,Q10896280,green_stems,green_vegetative,green_tissue,aboveground
V113144GP-01,Rotheca serrata,Q3595077,green_stems,green_vegetative,green_tissue,aboveground
V113029GP-01,Dipterocarpus tuberculatus,Q3029292,woody_stems,woody_vegetative,woody_tissue,aboveground
V113078GP-01,Gigantochloa parvifolia,Q15517501,roots,roots,root_tissue,belowground
V113018GP-01,Arenga caudata,Q10912442,woody_stems,woody_vegetative,woody_tissue,aboveground
V113030GP-01,Dipterocarpus tuberculatus,Q3029292,roots,roots,root_tissue,belowground
V113014GP-01,Vaccinium urceolatum,Q15237948,green_stems,green_vegetative,green_tissue,aboveground
V113012GP-01,Trichosanthes rosthornii,Q10872316,fruits,reproductive,green_tissue,aboveground
V113009GP-01,Trichosanthes rosthornii,Q10872316,seeds,reproductive,green_tissue,aboveground
V113017GP-01,Arenga caudata,Q10912442,leaves,photosynthetic,green_tissue,aboveground
V113032GP-01,Dipterocarpus turbinatus,Q3029294,woody_stems,woody_vegetative,woody_tissue,aboveground
V113021GP-01,Calamus pandanosmus,Q15462444,multiple,multiple,multiple,unkown
V113007GP-01,Quercus phillyreoides,Q28811747,green_stems,green_vegetative,green_tissue,aboveground
V113022GP-01,Carallia brachiata,Q13114481,leaves,photosynthetic,green_tissue,aboveground
V112903GP-01,Desplatsia dewevrei,Q15363940,leaves,photosynthetic,green_tissue,aboveground
V113035GP-01,Enkleia malaccensis,Q17581664,woody_stems,woody_vegetative,woody_tissue,aboveground
V113023GP-01,Carallia brachiata,Q13114481,woody_stems,woody_vegetative,woody_tissue,aboveground
V112905GP-01,Tetrorchidium didymostemon,Q15384004,leaves,photosynthetic,green_tissue,aboveground
V113036GP-01,Enkleia malaccensis,Q17581664,roots,roots,root_tissue,belowground
V113020GP-01,Calamus pandanosmus,Q15462444,leaves,photosynthetic,green_tissue,aboveground
V113056GP-01,Gnetum edule,Q15049903,roots,roots,root_tissue,belowground
V113033GP-01,Dipterocarpus turbinatus,Q3029294,roots,roots,root_tissue,belowground
V113004GP-01,Pueraria peduncularis,Q91361776,green_stems,green_vegetative,green_tissue,aboveground
V113061GP-01,Gonocaryum lobbianum,Q15248009,roots,roots,root_tissue,belowground
V113043GP-01,Gigantochloa albociliata,Q15248453,woody_stems,woody_vegetative,woody_tissue,aboveground
V113019GP-01,Arenga caudata,Q10912442,roots,roots,root_tissue,belowground
V113067GP-01,Holoptelea integrifolia,Q13110312,roots,roots,root_tissue,belowground
V113048GP-01,Dolichandrone spathacea,Q2679494,leaves,photosynthetic,green_tissue,aboveground
V113080GP-01,Hymenopyramis brachiata,Q15329368,woody_stems,woody_vegetative,woody_tissue,aboveground
V113077GP-01,Gigantochloa parvifolia,Q15517501,woody_stems,woody_vegetative,woody_tissue,aboveground
V113027GP-01,Dipterocarpus retusus,Q3006795,roots,roots,root_tissue,belowground
V113037GP-01,Persicaria chinensis,Q15283729,leaves,photosynthetic,green_tissue,aboveground
V113047GP-01,Globba pendula,Q10505559,roots,roots,root_tissue,belowground
V113024GP-01,Carallia brachiata,Q13114481,roots,roots,root_tissue,belowground
V113051GP-01,Globba schomburgkii,Q10912462,leaves,photosynthetic,green_tissue,aboveground
V113028GP-01,Dipterocarpus tuberculatus,Q3029292,leaves,photosynthetic,green_tissue,aboveground
V113057GP-01,Leersia hexandra,Q3228992,multiple,multiple,multiple,unkown
V113025GP-01,Dipterocarpus retusus,Q3006795,leaves,photosynthetic,green_tissue,aboveground
V113079GP-01,Hymenopyramis brachiata,Q15329368,leaves,photosynthetic,green_tissue,aboveground
V113011GP-01,Trichosanthes rosthornii,Q10872316,leaves,photosynthetic,green_tissue,aboveground
V113044GP-01,Gigantochloa albociliata,Q15248453,roots,roots,root_tissue,belowground
V113074GP-01,Pristimera indica,Q11075650,leaves,photosynthetic,green_tissue,aboveground
V113055GP-01,Gnetum edule,Q15049903,woody_stems,woody_vegetative,woody_tissue,aboveground
V113008GP-01,Quercus phillyreoides,Q28811747,leaves,photosynthetic,green_tissue,aboveground
V113075GP-01,Pristimera indica,Q11075650,roots,roots,root_tissue,belowground
V113013GP-01,Vaccinium urceolatum,Q15237948,roots,roots,root_tissue,belowground
V113040GP-01,Fimbristylis dichotoma,Q10871438,woody_stems,woody_vegetative,woody_tissue,aboveground
V113053GP-01,Globba schomburgkii,Q10912462,roots,roots,root_tissue,belowground
V113065GP-01,Holoptelea integrifolia,Q13110312,leaves,photosynthetic,green_tissue,aboveground
V113002GP-01,Piper wallichii,Q15228219,multiple,multiple,multiple,unkown
V112904GP-01,Desplatsia dewevrei,Q15363940,green_stems,green_vegetative,green_tissue,aboveground
V113041GP-01,Fimbristylis dichotoma,Q10871438,roots,roots,root_tissue,belowground
V113005GP-01,Pueraria peduncularis,Q91361776,leaves,photosynthetic,green_tissue,aboveground
V113038GP-01,Persicaria chinensis,Q15283729,woody_stems,woody_vegetative,woody_tissue,aboveground
V113045GP-01,Globba pendula,Q10505559,leaves,photosynthetic,green_tissue,aboveground
V113076GP-01,Gigantochloa parvifolia,Q15517501,leaves,photosynthetic,green_tissue,aboveground
V113072GP-01,Hymenocardia punctata,Q15514019,woody_stems,woody_vegetative,woody_tissue,aboveground
V113006GP-01,Quercus phillyreoides,Q28811747,roots,roots,root_tissue,belowground
V113060GP-01,Gonocaryum lobbianum,Q15248009,woody_stems,woody_vegetative,woody_tissue,aboveground
V113046GP-01,Globba pendula,Q10505559,woody_stems,woody_vegetative,woody_tissue,aboveground
V113015GP-01,Vaccinium urceolatum,Q15237948,leaves,photosynthetic,green_tissue,aboveground
V113070GP-01,Hopea helferi,Q5485837,roots,roots,root_tissue,belowground
V113010GP-01,Trichosanthes rosthornii,Q10872316,green_stems,green_vegetative,green_tissue,aboveground
V113068GP-01,Hopea helferi,Q5485837,leaves,photosynthetic,green_tissue,aboveground
V113031GP-01,Dipterocarpus turbinatus,Q3029294,leaves,photosynthetic,green_tissue,aboveground
V113069GP-01,Hopea helferi,Q5485837,woody_stems,woody_vegetative,woody_tissue,aboveground
V113039GP-01,Fimbristylis dichotoma,Q10871438,leaves,photosynthetic,green_tissue,aboveground
V112906GP-01,Tetrorchidium didymostemon,Q15384004,green_stems,green_vegetative,green_tissue,aboveground
V113034GP-01,Enkleia malaccensis,Q17581664,leaves,photosynthetic,green_tissue,aboveground
V113000GP-01,Photinia glabra,Q1076254,green_stems,green_vegetative,green_tissue,aboveground
V113042GP-01,Gigantochloa albociliata,Q15248453,leaves,photosynthetic,green_tissue,aboveground
V113052GP-01,Globba schomburgkii,Q10912462,woody_stems,woody_vegetative,woody_tissue,aboveground
V113058GP-01,Glinus oppositifolius,Q15249288,multiple,multiple,multiple,unkown
V113064GP-01,Holarrhena pubescens,Q9096302,roots,roots,root_tissue,belowground
V113016GP-01,Viburnum brachybotryum,Q15232295,roots,roots,root_tissue,belowground
V113059GP-01,Gonocaryum lobbianum,Q15248009,leaves,photosynthetic,green_tissue,aboveground
V113026GP-01,Dipterocarpus retusus,Q3006795,woody_stems,woody_vegetative,woody_tissue,aboveground
V113081GP-01,Hymenopyramis brachiata,Q15329368,roots,roots,root_tissue,belowground
V113001GP-01,Photinia glabra,Q1076254,leaves,photosynthetic,green_tissue,aboveground
V113071GP-01,Hymenocardia punctata,Q15514019,leaves,photosynthetic,green_tissue,aboveground
V113003GP-01,Pueraria peduncularis,Q91361776,roots,roots,root_tissue,belowground
V113073GP-01,Hymenocardia punctata,Q15514019,roots,roots,root_tissue,belowground
V112374GP-01,Aubrevillea kerstingii,Q15525182,green_stems,green_vegetative,green_tissue,aboveground
V112871GP-01,Wisteria sinensis,Q159116,fruits,reproductive,green_tissue,aboveground
V112886GP-01,Tabernaemontana crassa,Q14862275,leaves,photosynthetic,green_tissue,aboveground
V112360GP-01,Chrysophyllum subnudum,Q11690327,wood,woody_vegetative,woody_tissue,aboveground
V112367GP-01,Combretum zenkeri,Q15574259,leaves,photosynthetic,green_tissue,aboveground
V112867GP-01,Lactuca muralis,Q50840616,multiple,multiple,multiple,aboveground
V112889GP-01,Strombosia grandifolia,Q15354826,green_stems,green_vegetative,green_tissue,aboveground
V112401GP-01,Sterculia oblonga,Q17579121,wood,woody_vegetative,woody_tissue,aboveground
V112351GP-01,Strombosia grandifolia,Q15354826,bark,woody_vegetative,woody_tissue,aboveground
V112391GP-01,Triplochiton scleroxylon,Q137952,leaves,photosynthetic,green_tissue,aboveground
V112409GP-01,Pycnocoma chevalieri,Q15372962,green_stems,green_vegetative,green_tissue,aboveground
V112420GP-01,Platycerium elephantotis,Q17196740,leaves,photosynthetic,green_tissue,aboveground
V112878GP-01,Triplochiton scleroxylon,Q137952,bark,woody_vegetative,woody_tissue,aboveground
V112879GP-01,Trilepisium madagascariensis,Q15479996,leaves,photosynthetic,green_tissue,aboveground
V112408GP-01,Pycnocoma chevalieri,Q15372962,leaves,photosynthetic,green_tissue,aboveground
V112887GP-01,Tabernaemontana crassa,Q14862275,green_stems,green_vegetative,green_tissue,aboveground
V112366GP-01,Anogeissus sp.,,bark,woody_vegetative,woody_tissue,aboveground
V112896GP-01,Irvingia grandifolia,Q10536819,bark,woody_vegetative,woody_tissue,aboveground
V112389GP-01,Olax subscorpioidea,Q18077734,leaves,photosynthetic,green_tissue,aboveground
V112359GP-01,Chrysophyllum subnudum,Q11690327,bark,woody_vegetative,woody_tissue,aboveground
V112395GP-01,Cola urceolata,Q15362087,leaves,photosynthetic,green_tissue,aboveground
V112363GP-01,Mallotus oppositifolius,Q13931115,green_stems,green_vegetative,green_tissue,aboveground
V112860GP-01,Hylotelephium telephium,Q1327535,multiple,multiple,multiple,aboveground
V112357GP-01,Alstonia congensis,Q15392445,wood,woody_vegetative,woody_tissue,aboveground
V112353GP-01,Autranella congolensis,Q4827098,bark,woody_vegetative,woody_tissue,aboveground
V112419GP-01,Platycerium elephantotis,Q17196740,leaves,photosynthetic,green_tissue,aboveground
V112866GP-01,Phillyrea latifolia,Q784070,multiple,green_vegetative,green_tissue,aboveground
V112356GP-01,Alstonia congensis,Q15392445,bark,woody_vegetative,woody_tissue,aboveground
V112373GP-01,Aubrevillea kerstingii,Q15525182,leaves,photosynthetic,green_tissue,aboveground
V112365GP-01,Alchornea laxiflora,Q15385212,green_stems,green_vegetative,green_tissue,aboveground
V112870GP-01,Frangula alnus,Q146136,multiple,green_vegetative,green_tissue,aboveground
V112362GP-01,Mallotus oppositifolius,Q13931115,bark,woody_vegetative,woody_tissue,aboveground
V112402GP-01,Trichilia prieureana,Q18077380,bark,woody_vegetative,woody_tissue,aboveground
V112890GP-01,Thomandersia laurifolia,Q7786770,leaves,photosynthetic,green_tissue,aboveground
V112865GP-01,Leucanthemum vulgare,Q27164,multiple,multiple,multiple,aboveground
V112869GP-01,Melilotus albus,Q158596,multiple,multiple,multiple,aboveground
V112880GP-01,Trilepisium madagascariensis,Q15479996,green_stems,green_vegetative,green_tissue,aboveground
V112897GP-01,Entandrophragma candollei,Q5834167,bark,woody_vegetative,woody_tissue,aboveground
